FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,VotesTotal2016,DifferenceVotes2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
1001,"Autauga County, Alabama",32.523283,-86.57717,Alabama,County,Atlantic-S,"5,936","18,172","24,759","12,236",0.24,0.73,0,,24571,0.53,0.18,0.01,0.03,0.02,0.12,91.9,594,0.34,54366
1003,"Baldwin County, Alabama",30.592781,-87.74826,Alabama,County,Atlantic-S,"18,458","72,883","94,261","54,425",0.2,0.77,0,,26766,0.6,0.09,0.01,0.04,0.03,0.14,114.6,1590,0.27,49626
1005,"Barbour County, Alabama",31.856515,-85.33131,Alabama,County,Atlantic-S,"4,871","5,454","10,436",583,0.47,0.52,0,,16829,0.41,0.48,0.01,0.05,0.03,0.27,31,885,0.44,34971
1007,"Bibb County, Alabama",33.040054,-87.12324,Alabama,County,Atlantic-S,"1,874","6,738","8,753","4,864",0.21,0.77,0,,17427,0.38,0.22,0,0.02,0.01,0.18,36.8,623,0.4,39546
1009,"Blount County, Alabama",33.978461,-86.55476,Alabama,County,Atlantic-S,"2,156","22,859","25,442","20,703",0.09,0.9,0,,20730,0.44,0.02,0,0.09,0.04,0.16,88.9,645,0.35,45567
1011,"Bullock County, Alabama",32.098285,-85.70491,Alabama,County,Atlantic-S,"3,530","1,140","4,702","-2,390",0.75,0.24,1,,18628,0.33,0.7,0,0.08,0.05,0.22,17.5,623,0.43,26580
1013,"Butler County, Alabama",31.735884,-86.66223,Alabama,County,Atlantic-S,"3,726","4,901","8,705","1,175",0.43,0.56,0,,17403,0.39,0.44,0.01,0.01,0.01,0.28,27,777,0.36,32512
1015,"Calhoun County, Alabama",33.741989,-85.81754,Alabama,County,Atlantic-S,"13,242","32,865","47,485","19,623",0.28,0.69,0,,20828,0.48,0.21,0.01,0.04,0.02,0.22,195.7,606,0.32,41123
1017,"Chambers County, Alabama",32.891233,-85.28874,Alabama,County,Atlantic-S,"5,784","7,843","13,839","2,059",0.42,0.57,0,,19291,0.4,0.39,0.01,0.02,0.01,0.24,57.3,597,0.4,34116
1019,"Cherokee County, Alabama",34.184158,-85.62193,Alabama,County,Atlantic-S,"1,547","8,953","10,673","7,406",0.15,0.84,0,,22030,0.44,0.05,0,0.01,0.01,0.21,46.9,554,0.34,38013
1021,"Chilton County, Alabama",32.852554,-86.68998,Alabama,County,Atlantic-S,"2,911","15,081","18,272","12,170",0.16,0.83,0,,20701,0.38,0.1,0,0.08,0.05,0.2,63,693,0.36,41450
1023,"Choctaw County, Alabama",32.027681,-88.25785,Alabama,County,Atlantic-S,"3,109","4,106","7,273",997,0.43,0.56,0,,20323,0.39,0.43,0,0.01,0,0.22,15.2,914,0.41,35049
1025,"Clarke County, Alabama",31.688155,-87.83416,Alabama,County,Atlantic-S,"5,749","7,140","13,005","1,391",0.44,0.55,0,,18979,0.36,0.44,0.01,0.01,0,0.29,20.9,1238,0.38,36620
1027,"Clay County, Alabama",33.26581,-85.84285,Alabama,County,Atlantic-S,"1,237","5,245","6,591","4,008",0.19,0.8,0,,18694,0.39,0.14,0,0.03,0.02,0.19,23.1,604,0.37,35940
1029,"Cleburne County, Alabama",33.647948,-85.51193,Alabama,County,Atlantic-S,684,"5,764","6,558","5,080",0.1,0.88,0,,19108,0.37,0.04,0,0.02,0.01,0.18,26.7,560,0.3,40418
1031,"Coffee County, Alabama",31.378987,-85.95684,Alabama,County,Atlantic-S,"4,221","15,875","20,596","11,654",0.21,0.77,0,,23380,0.53,0.18,0.01,0.06,0.05,0.19,73.6,679,0.34,46931
1033,"Colbert County, Alabama",34.73148,-87.72596,Alabama,County,Atlantic-S,"7,312","16,746","24,676","9,434",0.3,0.68,0,,21572,0.5,0.16,0,0.02,0.02,0.18,91.8,593,0.38,43057
1035,"Conecuh County, Alabama",31.415613,-87.0021,Alabama,County,Atlantic-S,"3,080","3,420","6,561",340,0.47,0.52,0,,15605,0.33,0.46,0,0.02,0.01,0.33,15.6,850,0.36,29101
1037,"Coosa County, Alabama",32.955511,-86.23631,Alabama,County,Atlantic-S,"1,782","3,381","5,230","1,599",0.34,0.65,0,,18493,0.36,0.31,0,0.02,0.02,0.21,17.7,651,0.4,34679
1039,"Covington County, Alabama",31.251036,-86.41619,Alabama,County,Atlantic-S,"2,387","13,267","15,873","10,880",0.15,0.84,0,,20391,0.46,0.13,0,0.02,0.01,0.2,36.7,1030,0.34,36149
1041,"Crenshaw County, Alabama",31.710365,-86.28929,Alabama,County,Atlantic-S,"1,664","4,513","6,256","2,849",0.27,0.72,0,,21343,0.38,0.24,0.02,0.02,0.02,0.19,22.8,609,0.4,34445
1043,"Cullman County, Alabama",34.155603,-86.83017,Alabama,County,Atlantic-S,"3,798","32,989","37,608","29,191",0.1,0.88,0,,20760,0.48,0.01,0,0.04,0.03,0.19,109.4,735,0.33,39922
1045,"Dale County, Alabama",31.3941,-85.61501,Alabama,County,Atlantic-S,"4,413","13,808","18,633","9,395",0.24,0.74,0,,22685,0.54,0.2,0.01,0.06,0.04,0.17,89.6,561,0.37,41940
1047,"Dallas County, Alabama",32.379942,-87.06556,Alabama,County,Atlantic-S,"12,836","5,789","18,745","-7,047",0.69,0.31,1,,17245,0.42,0.7,0.01,0.01,0.01,0.36,44.8,979,0.41,26602
1049,"DeKalb County, Alabama",34.459133,-85.79891,Alabama,County,Atlantic-S,"3,622","21,405","25,637","17,783",0.14,0.83,0,,18149,0.38,0.02,0,0.14,0.08,0.2,91.5,777,0.3,36241
1051,"Elmore County, Alabama",32.596847,-86.17076,Alabama,County,Atlantic-S,"8,443","27,634","36,927","19,191",0.23,0.75,0,,23856,0.52,0.21,0.01,0.03,0.02,0.13,128.3,618,0.35,54298
1053,"Escambia County, Alabama",31.104135,-87.23288,Alabama,County,Atlantic-S,"4,605","9,935","14,765","5,330",0.31,0.67,0,,16540,0.38,0.32,0,0.02,0.01,0.25,40.5,945,0.38,37077
1055,"Etowah County, Alabama",34.018597,-86.03212,Alabama,County,Atlantic-S,"10,442","32,353","43,794","21,911",0.24,0.74,0,,20204,0.5,0.16,0.01,0.04,0.02,0.19,195.2,535,0.35,39904
1057,"Fayette County, Alabama",33.747077,-87.75172,Alabama,County,Atlantic-S,"6,568","8,637","15,753","2,069",0.42,0.55,0,,18494,0.38,0.12,0,0.02,0.01,0.2,27.5,628,0.34,35664
1059,"Franklin County, Alabama",34.465405,-87.83263,Alabama,County,Atlantic-S,"3,711","10,232","14,403","6,521",0.26,0.71,0,,18888,0.38,0.04,0,0.15,0.08,0.22,50,634,0.33,33881
1061,"Geneva County, Alabama",31.094579,-85.79698,Alabama,County,Atlantic-S,"42,837","27,896","73,589","-14,941",0.58,0.38,1,,20199,0.4,0.1,0,0.03,0.02,0.21,46.7,574,0.34,34425
1063,"Greene County, Alabama",32.837254,-87.95085,Alabama,County,Atlantic-S,"8,215","8,064","16,989",-151,0.48,0.47,1,,14930,0.38,0.8,0,0.01,0,0.33,14,647,0.46,26504
1065,"Hale County, Alabama",32.768094,-87.63568,Alabama,County,Atlantic-S,"28,055","21,179","51,057","-6,876",0.55,0.41,1,,18812,0.39,0.58,0,0.01,0.01,0.27,24.5,644,0.4,33315
1067,"Henry County, Alabama",31.493511,-85.25376,Alabama,County,Atlantic-S,"59,315","27,184","90,882","-32,131",0.65,0.3,1,,21924,0.44,0.27,0.01,0.03,0.03,0.14,30.8,562,0.36,39930
1069,"Houston County, Alabama",31.189731,-85.35038,Alabama,County,Atlantic-S,"12,499","35,620","49,292","23,121",0.25,0.72,0,,23316,0.5,0.26,0.01,0.03,0.02,0.18,175.1,580,0.33,40124
1071,"Jackson County, Alabama",34.755318,-85.94846,Alabama,County,Atlantic-S,"4,056","17,693","22,284","13,637",0.18,0.79,0,,20486,0.38,0.03,0.01,0.03,0.02,0.16,49.4,1078,0.32,36923
1073,"Jefferson County, Alabama",33.527872,-86.82805,Alabama,County,Atlantic-S,"157,566","136,198","302,233","-21,368",0.52,0.45,1,,26906,0.61,0.43,0.01,0.04,0.04,0.18,592.7,1111,0.33,44852
1075,"Lamar County, Alabama",33.772995,-88.0847,Alabama,County,Atlantic-S,"1,950","7,172","9,305","5,222",0.21,0.77,0,,19026,0.4,0.11,0,0.01,0.01,0.22,24.1,605,0.34,34553
1077,"Lauderdale County, Alabama",34.87689,-87.6057,Alabama,County,Atlantic-S,"9,952","27,899","39,060","17,947",0.26,0.71,0,,23510,0.5,0.1,0.01,0.02,0.02,0.17,138.8,668,0.33,41324
1079,"Lawrence County, Alabama",34.554375,-87.30218,Alabama,County,Atlantic-S,"3,627","10,833","14,741","7,206",0.25,0.73,0,,20181,0.39,0.11,0,0.02,0.01,0.18,49.7,691,0.36,41574
1081,"Lee County, Alabama",32.607485,-85.32894,Alabama,County,Atlantic-S,"21,230","34,617","58,241","13,387",0.37,0.59,0,,23506,0.62,0.23,0.03,0.04,0.05,0.22,230.7,608,0.29,41256
1083,"Limestone County, Alabama",34.807445,-86.97494,Alabama,County,Atlantic-S,"9,468","29,067","39,792","19,599",0.24,0.73,0,,25020,0.51,0.13,0.01,0.05,0.04,0.15,147.8,560,0.33,51175
1085,"Lowndes County, Alabama",32.17128,-86.65991,Alabama,County,Atlantic-S,"4,883","1,751","6,677","-3,132",0.73,0.26,1,,18368,0.39,0.73,0,0.01,0,0.27,15.8,716,0.45,30675
1087,"Macon County, Alabama",32.421555,-85.72115,Alabama,County,Atlantic-S,"7,566","1,431","9,115","-6,135",0.83,0.16,1,,16826,0.51,0.81,0,0.02,0.01,0.27,35.2,609,0.45,28518
1089,"Madison County, Alabama",34.73079,-86.58822,Alabama,County,Atlantic-S,"62,822","89,520","160,217","26,698",0.39,0.56,0,,31933,0.69,0.25,0.02,0.04,0.05,0.13,417.5,802,0.32,58833
1091,"Marengo County, Alabama",32.331745,-87.78878,Alabama,County,Atlantic-S,"5,615","5,233","10,965",-382,0.51,0.48,1,,22072,0.43,0.51,0,0.02,0.01,0.24,21.5,977,0.4,32977
1093,"Marion County, Alabama",34.116331,-87.87873,Alabama,County,Atlantic-S,"1,432","11,274","12,913","9,842",0.11,0.87,0,,19576,0.41,0.04,0,0.03,0.01,0.21,41.5,742,0.36,37707
1095,"Marshall County, Alabama",34.329598,-86.28888,Alabama,County,Atlantic-S,"4,917","29,233","34,986","24,316",0.14,0.84,0,,20382,0.45,0.02,0.01,0.13,0.08,0.2,164.3,566,0.33,36536
1097,"Mobile County, Alabama",30.722256,-88.13966,Alabama,County,Atlantic-S,"72,186","95,116","171,384","22,930",0.42,0.55,0,,22501,0.52,0.35,0.02,0.03,0.03,0.2,336,1229,0.37,42943
1099,"Monroe County, Alabama",31.555656,-87.35963,Alabama,County,Atlantic-S,"4,332","5,795","10,232","1,463",0.42,0.57,0,,15749,0.38,0.41,0,0.01,0.01,0.29,22.5,1026,0.35,34733
1101,"Montgomery County, Alabama",32.331872,-86.26084,Alabama,County,Atlantic-S,"58,916","34,003","94,895","-24,913",0.62,0.36,1,,24975,0.59,0.56,0.02,0.03,0.04,0.21,292.6,784,0.35,43054
1103,"Morgan County, Alabama",34.507018,-86.91892,Alabama,County,Atlantic-S,"11,254","37,486","50,126","26,232",0.23,0.75,0,,23764,0.5,0.12,0.01,0.08,0.05,0.16,206.4,579,0.32,45082
1105,"Perry County, Alabama",32.613284,-87.33401,Alabama,County,Atlantic-S,"3,824","1,407","5,260","-2,417",0.73,0.27,1,,13716,0.31,0.68,0,0.01,0.01,0.26,14.7,720,0.43,27403
1107,"Pickens County, Alabama",33.27409,-88.08896,Alabama,County,Atlantic-S,"3,972","5,456","9,496","1,484",0.42,0.57,0,,17153,0.36,0.41,0,0.02,0,0.27,22.4,881,0.36,31933
1109,"Pike County, Alabama",31.792165,-85.93737,Alabama,County,Atlantic-S,"5,056","7,693","13,054","2,637",0.39,0.59,0,,19715,0.46,0.37,0.02,0.02,0.04,0.28,49,672,0.38,31844
1111,"Randolph County, Alabama",33.262424,-85.44556,Alabama,County,Atlantic-S,"2,291","7,705","10,139","5,414",0.23,0.76,0,,19830,0.36,0.2,0,0.03,0.02,0.25,39.4,581,0.31,36939
1113,"Russell County, Alabama",32.376002,-85.1011,Alabama,County,Atlantic-S,"9,579","9,210","19,138",-369,0.5,0.48,1,,19678,0.49,0.42,0.01,0.04,0.02,0.22,82.6,641,0.36,35585
1115,"St. Clair County, Alabama",33.667273,-86.32932,Alabama,County,Atlantic-S,"5,589","31,651","38,054","26,062",0.15,0.83,0,,23872,0.47,0.09,0.01,0.02,0.02,0.15,132.3,632,0.33,50571
1117,"Shelby County, Alabama",33.26912,-86.69866,Alabama,County,Atlantic-S,"22,977","73,020","99,442","50,043",0.23,0.73,0,,33313,0.7,0.12,0.02,0.06,0.06,0.08,248.5,785,0.3,69432
1119,"Sumter County, Alabama",32.558734,-88.2157,Alabama,County,Atlantic-S,"4,746","1,581","6,398","-3,165",0.74,0.25,1,,14156,0.37,0.74,0,0.01,0.01,0.38,15.2,904,0.4,25413
1121,"Talladega County, Alabama",33.368498,-86.17827,Alabama,County,Atlantic-S,"12,121","20,614","33,252","8,493",0.37,0.62,0,,19410,0.42,0.32,0,0.02,0.02,0.23,111.7,737,0.39,39999
1123,"Tallapoosa County, Alabama",32.850131,-85.835,Alabama,County,Atlantic-S,"5,519","13,594","19,398","8,075",0.29,0.7,0,,21434,0.45,0.27,0.01,0.03,0.02,0.2,58,717,0.37,36779
1125,"Tuscaloosa County, Alabama",33.2356,-87.51169,Alabama,County,Atlantic-S,"31,762","47,723","81,748","15,961",0.39,0.58,0,,22637,0.56,0.31,0.01,0.03,0.03,0.19,147.2,1322,0.34,46892
1127,"Walker County, Alabama",33.819888,-87.2854,Alabama,County,Atlantic-S,"4,497","24,266","29,313","19,769",0.15,0.83,0,,20698,0.42,0.06,0,0.02,0.01,0.21,84.7,791,0.33,37245
1129,"Washington County, Alabama",31.366088,-88.151,Alabama,County,Atlantic-S,"2,374","6,042","8,511","3,668",0.28,0.71,0,,20395,0.34,0.24,0,0.01,0.01,0.18,16.3,1080,0.4,41321
1131,"Wilcox County, Alabama",31.993335,-87.3483,Alabama,County,Atlantic-S,"4,339","1,742","6,110","-2,597",0.71,0.29,1,,13379,0.36,0.71,0,0.01,0,0.39,13.1,888,0.45,24035
1133,"Winston County, Alabama",34.151249,-87.41884,Alabama,County,Atlantic-S,872,"9,228","10,260","8,356",0.09,0.9,0,,18995,0.4,0.01,0,0.03,0.01,0.24,39.9,613,0.3,35528
2013,"Aleutians East Borough, Alaska",55.125713,-162.03023,Alaska,County,Pacific-N,"2,338","1,377","4,328",-961,0.54,0.32,1,,26535,0.39,0.08,0.39,0.13,0.53,0.17,0.4,6982,0.33,55462
2016,"Aleutians West Census Area, Alaska",52.31936,-172.45412,Alaska,County,Pacific-N,"3,378","3,816","7,934",438,0.43,0.48,0,,31790,0.49,0.07,0.3,0.14,0.34,0.09,1.3,4390,0.39,68387
2020,"Bethel Census Area, Alaska",60.888556,-161.19141,Alaska,County,Pacific-N,"1,843","6,100","8,730","4,257",0.21,0.7,0,,18497,0.39,0.01,0.01,0.02,0.01,0.23,0.4,40570,0.3,45808
2050,"Bristol Bay Borough, Alaska",58.690594,-156.78672,Alaska,County,Pacific-N,"3,142","1,405","5,265","-1,737",0.6,0.27,1,,37024,0.63,0,0.01,0.04,0.01,0.08,2,504,0.4,75364
2060,"Denali Borough, Alaska",63.893564,-149.10461,Alaska,County,Pacific-N,"4,220","3,955","9,158",-265,0.46,0.43,1,,35295,0.65,0.01,0.01,0.03,0.07,0.11,0.1,12751,0.27,69692
2068,"Dillingham Census Area, Alaska",59.190911,-158.61404,Alaska,County,Pacific-N,"3,578","4,709","9,057","1,131",0.4,0.52,0,,21498,0.49,0,0.01,0.02,0.01,0.18,0.3,18569,0.38,51082
2070,"Fairbanks North Star Borough, Alaska",64.81859,-147.56838,Alaska,County,Pacific-N,"3,466","5,617","9,971","2,151",0.35,0.56,0,,32143,0.69,0.06,0.03,0.08,0.06,0.08,13.3,7338,0.28,67801
2090,"Haines Borough, Alaska",59.24545,-135.52951,Alaska,County,Pacific-N,"4,162","4,070","9,177",-92,0.45,0.44,1,,31096,0.64,0.01,0.01,0.03,0.05,0.08,1.1,2319,0.26,67260
2100,"Hoonah-Angoon Census Area, Alaska",,,Alaska,County,Pacific-N,"2,894","3,246","6,772",352,0.43,0.48,0,,28806,0.6,0.01,0.01,0.05,0.03,0.15,0.3,7525,0.32,51687
2105,"Juneau City and Borough, Alaska",58.351422,-134.51157,Alaska,County,Pacific-N,"1,241","5,403","7,392","4,162",0.17,0.73,0,,37558,0.73,0.01,0.06,0.06,0.06,0.06,11.6,2702,0.29,80835
2110,"Kenai Peninsula Borough, Alaska",60.349178,-150.98766,Alaska,County,Pacific-N,"1,510","5,935","8,102","4,425",0.19,0.73,0,,31256,0.61,0.01,0.01,0.04,0.03,0.09,3.4,16075,0.28,62532
2122,"Ketchikan Gateway Borough, Alaska",55.354938,-131.62029,Alaska,County,Pacific-N,"2,573","3,180","6,413",607,0.4,0.5,0,,31589,0.59,0.01,0.07,0.05,0.07,0.1,2.8,4858,0.31,57776
2130,"Kodiak Island Borough, Alaska",57.694078,-152.68231,Alaska,County,Pacific-N,"2,536","4,929","8,222","2,393",0.31,0.6,0,,28562,0.65,0.01,0.2,0.08,0.14,0.12,2.1,6550,0.3,67972
2150,"Lake and Peninsula Borough, Alaska",58.605648,-156.40998,Alaska,County,Pacific-N,"1,218","6,126","7,923","4,908",0.15,0.77,0,,21616,0.45,0.01,0,0.03,0.02,0.21,0.1,23652,0.32,45570
2164,"Matanuska-Susitna Borough, Alaska",61.762742,-149.48108,Alaska,County,Pacific-N,"15,769","26,597","46,225","10,828",0.34,0.58,0,,29534,0.6,0.01,0.01,0.04,0.03,0.1,3.6,24608,0.3,73981
2170,"Nome Census Area, Alaska",64.809165,-164.34677,Alaska,County,Pacific-N,"2,758","1,143","4,783","-1,615",0.58,0.24,1,,20271,0.42,0.01,0.01,0.02,0.01,0.28,0.4,22962,0.32,47160
2180,"North Slope Borough, Alaska",70.599509,-153.94011,Alaska,County,Pacific-N,"5,978","2,732","9,660","-3,246",0.62,0.28,1,,46457,0.52,0.01,0.05,0.03,0.05,0.1,0.1,88695,0.37,75682
2185,"Northwest Arctic Borough, Alaska",66.822031,-160.6464,Alaska,County,Pacific-N,"2,421","1,938","4,905",-483,0.49,0.4,1,,21461,0.37,0.01,0.01,0.01,0.01,0.22,0.2,35573,0.32,65192
2188,"Petersburg Borough, Alaska",,,Alaska,County,Pacific-N,"3,270","4,203","8,127",933,0.4,0.52,0,,34183,0.62,0.01,0.03,0.06,0.06,0.14,1.2,3282,0.31,56655
2195,"Prince of Wales-Hyder Census Area, Alaska",,,Alaska,County,Pacific-N,"4,224","3,479","8,435",-745,0.5,0.41,1,,24581,0.49,0,0.01,0.03,0.01,0.15,1.4,3923,0.35,43245
2198,"Sitka City and Borough, Alaska",57.079871,-135.33175,Alaska,County,Pacific-N,"1,585","3,188","5,316","1,603",0.3,0.6,0,,32521,0.7,0.01,0.06,0.06,0.08,0.1,3.1,2870,0.29,65765
2220,"Southeast Fairbanks Census Area, Alaska",63.607284,-143.91008,Alaska,County,Pacific-N,"2,701","3,764","7,283","1,063",0.37,0.52,0,,29437,0.61,0.01,0.01,0.05,0.09,0.13,0.3,24769,0.33,59641
2230,"Valdez-Cordova Census Area, Alaska",61.458662,-145.32592,Alaska,County,Pacific-N,"3,749","4,105","8,793",356,0.43,0.47,0,,32579,0.65,0.01,0.04,0.04,0.05,0.08,0.3,34240,0.3,73998
2240,"Wade Hampton Census Area, Alaska",62.084927,-163.73681,Alaska,County,Pacific-N,"2,669","1,636","4,701","-1,033",0.57,0.35,1,,11210,0.29,0,0,0.01,0.01,0.31,0.4,17081,0.33,30877
2261,"Yakutat City and Borough, Alaska",59.793489,-140.27124,Alaska,County,Pacific-N,"3,187","3,683","7,651",496,0.42,0.48,0,,34317,0.53,0.01,0.06,0.03,0.06,0.06,0.1,7649,0.31,52595
2270,"Yukon-Koyukuk Census Area, Alaska",65.129566,-151.8547,Alaska,County,Pacific-N,"2,693","4,460","8,058","1,767",0.33,0.55,0,,19729,0.44,0,0,0.02,0.01,0.24,0,145505,0.28,36708
2275,"Apache County, Arizona",35.645278,-109.44962,Arizona,County,Pacific-S,"17,083","8,240","27,112","-8,843",0.63,0.3,1,,12709,0.43,0.01,0,0.06,0.02,0.36,6.4,11198,0.35,32366
2282,"Cochise County, Arizona",31.750272,-109.90431,Arizona,County,Pacific-S,"17,450","28,092","49,384","10,642",0.35,0.57,0,,23608,0.63,0.05,0.02,0.35,0.12,0.17,21.3,6166,0.26,45025
2290,"Coconino County, Arizona",35.77144,-111.51106,Arizona,County,Pacific-S,"32,404","21,108","58,438","-11,296",0.56,0.36,1,,23382,0.66,0.02,0.02,0.14,0.05,0.23,7.2,18619,0.23,48653
4001,"Gila County, Arizona",33.714683,-110.97731,Arizona,County,Pacific-S,"7,003","14,182","22,308","7,179",0.31,0.64,0,,20792,0.53,0.01,0.01,0.19,0.03,0.22,11.3,4758,0.28,37677
4003,"Graham County, Arizona",32.865056,-109.81624,Arizona,County,Pacific-S,"3,301","8,025","12,134","4,724",0.27,0.66,0,,17168,0.51,0.02,0.01,0.31,0.05,0.22,8.1,4623,0.33,46046
4005,"Greenlee County, Arizona",33.068497,-109.27376,Arizona,County,Pacific-S,"1,092","1,892","3,270",800,0.33,0.58,0,,20516,0.48,0.02,0.01,0.43,0.04,0.16,4.6,1843,0.35,59416
4007,"La Paz County, Arizona",33.863604,-114.04507,Arizona,County,Pacific-S,"1,575","4,003","5,877","2,428",0.27,0.68,0,,22200,0.41,0.01,0.01,0.25,0.14,0.19,4.6,4500,0.32,32533
4009,"Maricopa County, Arizona",33.494514,-112.0879,Arizona,County,Pacific-S,"702,907","747,361","1,548,974","44,454",0.45,0.48,0,,27256,0.63,0.06,0.04,0.28,0.14,0.17,414.9,9200,0.25,53929
4011,"Mohave County, Arizona",35.285985,-114.0827,Arizona,County,Pacific-S,"17,455","58,282","79,345","40,827",0.22,0.73,0,,20833,0.49,0.01,0.01,0.15,0.07,0.19,15,13311,0.3,37704
4012,"Navajo County, Arizona",35.406314,-110.25668,Arizona,County,Pacific-S,"16,459","20,577","39,650","4,118",0.42,0.52,0,,16626,0.52,0.01,0.01,0.11,0.03,0.3,10.8,9950,0.31,35457
4013,"Pima County, Arizona",32.17841,-111.08862,Arizona,County,Pacific-S,"224,661","167,428","416,403","-57,233",0.54,0.4,1,,25269,0.65,0.04,0.03,0.35,0.12,0.19,106.7,9187,0.24,45871
4015,"Pinal County, Arizona",32.965668,-111.49811,Arizona,County,Pacific-S,"47,892","72,819","128,246","24,927",0.37,0.57,0,,20910,0.55,0.05,0.02,0.27,0.09,0.16,70,5366,0.32,49876
4017,"Santa Cruz County, Arizona",31.4819,-110.90573,Arizona,County,Pacific-S,"11,690","3,897","16,287","-7,793",0.72,0.24,1,,17664,0.47,0.01,0.01,0.84,0.34,0.26,38.3,1237,0.23,37465
4019,"Yavapai County, Arizona",34.650332,-112.4147,Arizona,County,Pacific-S,"35,590","71,330","113,154","35,740",0.32,0.63,0,,25186,0.64,0.01,0.01,0.14,0.07,0.16,26,8124,0.25,44145
4021,"Yuma County, Arizona",32.684752,-114.38895,Arizona,County,Pacific-S,"24,605","25,165","52,413",560,0.47,0.48,0,,18840,0.46,0.03,0.01,0.59,0.24,0.2,35.5,5514,0.31,39700
4023,"Arkansas County, Arkansas",34.359997,-91.42941,Arkansas,County,Central-S,"1,939","3,826","6,212","1,887",0.31,0.62,0,,23045,0.39,0.25,0.01,0.03,0.02,0.16,19.2,989,0.34,36409
4025,"Ashley County, Arkansas",33.18542,-91.78534,Arkansas,County,Central-S,"2,408","5,338","8,083","2,930",0.3,0.66,0,,19761,0.41,0.26,0,0.05,0.02,0.19,23.6,925,0.42,36176
4027,"Baxter County, Arkansas",36.3122,-92.35431,Arkansas,County,Central-S,"4,169","14,682","19,766","10,513",0.21,0.74,0,,21334,0.51,0,0.01,0.02,0.02,0.16,74.9,554,0.32,37873
5001,"Benton County, Arkansas",36.354146,-94.24682,Arkansas,County,Central-S,"28,005","60,871","96,824","32,866",0.29,0.63,0,,26715,0.56,0.02,0.03,0.15,0.1,0.12,261.3,847,0.3,57408
5003,"Boone County, Arkansas",36.285221,-93.06589,Arkansas,County,Central-S,"2,926","12,235","16,111","9,309",0.18,0.76,0,,22160,0.48,0,0,0.02,0.01,0.17,62.5,590,0.34,39779
5005,"Bradley County, Arkansas",33.52092,-92.14113,Arkansas,County,Central-S,"1,317","2,164","3,653",847,0.36,0.59,0,,19386,0.36,0.27,0,0.15,0.07,0.31,17.7,649,0.39,32734
5007,"Calhoun County, Arkansas",33.595502,-92.51013,Arkansas,County,Central-S,639,"1,556","2,269",917,0.28,0.69,0,,17763,0.33,0.21,0,0.04,0,0.15,8.5,629,0.34,39493
5009,"Carroll County, Arkansas",36.364131,-93.56603,Arkansas,County,Central-S,"3,342","6,786","10,758","3,444",0.31,0.63,0,,20637,0.48,0.01,0.01,0.14,0.07,0.19,43.6,630,0.36,36964
5011,"Chicot County, Arkansas",33.309088,-91.30944,Arkansas,County,Central-S,"2,350","1,716","4,176",-634,0.56,0.41,1,,16538,0.35,0.55,0.01,0.06,0.03,0.33,18.3,644,0.43,29541
5013,"Clark County, Arkansas",34.068954,-93.1577,Arkansas,County,Central-S,"3,620","4,404","8,526",784,0.43,0.52,0,,17960,0.5,0.24,0.01,0.04,0.03,0.24,26.6,866,0.34,38504
5015,"Clay County, Arkansas",36.364388,-90.40057,Arkansas,County,Central-S,"1,199","3,781","5,200","2,582",0.23,0.73,0,,18509,0.33,0.01,0,0.02,0.01,0.2,25.2,639,0.34,33826
5017,"Cleburne County, Arkansas",35.535227,-92.06088,Arkansas,County,Central-S,"2,101","9,458","12,085","7,357",0.17,0.78,0,,23044,0.47,0.01,0,0.02,0.02,0.16,46.9,554,0.32,40555
5019,"Cleveland County, Arkansas",33.904731,-92.21633,Arkansas,County,Central-S,723,"2,462","3,354","1,739",0.22,0.73,0,,20622,0.41,0.12,0,0.02,0,0.18,14.5,598,0.36,43201
5021,"Columbia County, Arkansas",33.249422,-93.22977,Arkansas,County,Central-S,"3,140","5,456","8,887","2,316",0.35,0.61,0,,19439,0.49,0.36,0.01,0.03,0.03,0.25,32.1,766,0.36,37495
5023,"Conway County, Arkansas",35.207694,-92.71398,Arkansas,County,Central-S,"2,656","4,849","7,927","2,193",0.34,0.61,0,,20040,0.43,0.11,0.01,0.04,0.02,0.24,38.5,552,0.4,42348
5025,"Craighead County, Arkansas",35.828198,-90.63199,Arkansas,County,Central-S,"10,538","22,892","35,573","12,354",0.3,0.64,0,,23138,0.54,0.14,0.01,0.04,0.03,0.21,136.4,707,0.36,42851
5027,"Crawford County, Arkansas",35.523127,-94.26023,Arkansas,County,Central-S,"4,488","16,686","22,450","12,198",0.2,0.74,0,,19477,0.45,0.01,0.02,0.07,0.04,0.2,104.5,593,0.35,43466
5029,"Crittenden County, Arkansas",35.197701,-90.2728,Arkansas,County,Central-S,"8,410","6,964","15,952","-1,446",0.53,0.44,1,,19665,0.44,0.52,0.01,0.02,0.02,0.26,83.4,610,0.39,35455
5031,"Cross County, Arkansas",35.279599,-90.78611,Arkansas,County,Central-S,"1,999","4,584","6,874","2,585",0.29,0.67,0,,18701,0.33,0.23,0.01,0.02,0.01,0.17,29,616,0.38,38597
